"id","time","title","type","day"
"5056","8:00 AM - 9:30 AM ","Technometrics Editorial Board Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
"2473","8:30 AM - 10:20 AM ","Advanced Bayesian Approaches to Borrow Strength from Real World, Historical Trial Data, and Related Subgroups for Efficient Drug Development","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2272","8:30 AM - 10:20 AM ","Advances in Bayesian Factorization Methods in Genomics and Medicine","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2059","8:30 AM - 10:20 AM ","Advances in Machine Learning and Spatial and Spatio-Temporal Statistics","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2839","8:30 AM - 10:20 AM ","Advances in Statistical Modeling and Computational Methods for Complex Data","Contributed Papers ","Tuesday, August 5, 2025"
"2857","8:30 AM - 10:20 AM ","Advances in Statistical Modeling and Inference for Complex Physical Systems","Contributed Papers ","Tuesday, August 5, 2025"
"2811","8:30 AM - 10:20 AM ","Advances in Time Series and Financial Econometrics","Contributed Papers ","Tuesday, August 5, 2025"
"1708","8:30 AM - 10:20 AM ","Advancing Precision Medicine through Bayesian Methods: Opportunities and Challenges","Invited Paper Session ","Tuesday, August 5, 2025"
"1178","8:30 AM - 10:20 AM ","All Models are Wrong but Many are Useful: Model Set Selection and the Rashomon Effect","Invited Paper Session ","Tuesday, August 5, 2025"
"4266","8:30 AM - 5:00 PM ","Analysis and Interpretation of Bulk RNA-Sequencing Data Using Bioconductor","Professional Development Course/CE ","Tuesday, August 5, 2025"
"1577","8:30 AM - 10:20 AM ","Analyzing Complex Data in Non-Euclidean Spaces: Networks and Beyond","Invited Paper Session ","Tuesday, August 5, 2025"
"4312","8:30 AM - 12:30 PM ","Bayesian Regularized Feed Forward Multilayer Artificial Neural Networks","Professional Development Course/CE ","Tuesday, August 5, 2025"
"2870","8:30 AM - 10:20 AM ","Big Data & The Curse of Dimensionality","Contributed Papers ","Tuesday, August 5, 2025"
"2911","8:30 AM - 10:20 AM ","Causal Inferences and Robust Estimators","Contributed Papers ","Tuesday, August 5, 2025"
"2872","8:30 AM - 10:20 AM ","Computational Advances in Hypothesis Testing","Contributed Papers ","Tuesday, August 5, 2025"
"4431","8:30 AM - 12:00 PM ","COPSS Business Meeting","Affiliate Meetings and Events ","Tuesday, August 5, 2025"
"1754","8:30 AM - 10:20 AM ","Expanding Our Reach: Sampling, Measurement, and Advocacy for Vulnerable Populations","Invited Paper Session ","Tuesday, August 5, 2025"
"2827","8:30 AM - 10:20 AM ","Explorations in Online Learning and Time Series","Contributed Papers ","Tuesday, August 5, 2025"
"1100","8:30 AM - 10:20 AM ","Flexible Statistical Inference with Machine Learning","Invited Paper Session ","Tuesday, August 5, 2025"
"1403","8:30 AM - 10:20 AM ","Government Research on Predictive Analytics and Uncertainty Quantification","Invited Paper Session ","Tuesday, August 5, 2025"
"2372","8:30 AM - 10:20 AM ","Health Policy Statistics Section Student Paper Award","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"4315","8:30 AM - 12:30 PM ","Improving Power and Precision in Randomized Trials Using Covariate Adjustment","Professional Development Course/CE ","Tuesday, August 5, 2025"
"1249","8:30 AM - 10:20 AM ","IMS Medallion Award & Lecture III","Invited Paper Session ","Tuesday, August 5, 2025"
"1079","8:30 AM - 10:20 AM ","Innovations in Incorporating Collaborative Skills throughout the Statistical Training Pathway","Invited Panel Session ","Tuesday, August 5, 2025"
"2844","8:30 AM - 10:20 AM ","Innovations in Privacy and Confidentiality: Synthetic Data, Differential Privacy, and Statistical Disclosure Control","Contributed Papers ","Tuesday, August 5, 2025"
"2037","8:30 AM - 10:20 AM ","Innovative Methods for High-Dimensional and Complex Data with Business Applications","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"4478","8:30 AM - 10:20 AM ","IOL: Statistical and Design Considerations for Dose Optimization","Introductory Overview Lectures ","Tuesday, August 5, 2025"
"4310","8:30 AM - 12:00 PM ","Large Language Models for Statisticians and Data Scientists: Opportunities and Research Topics, Part 2","Professional Development Course/CE ","Tuesday, August 5, 2025"
"2424","8:30 AM - 10:20 AM ","Lifetime Data Science (LiDS) Section Student Paper Awards","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2834","8:30 AM - 10:20 AM ","Machine Learning and Deep Learning: Frontier Methods and Applications","Contributed Papers ","Tuesday, August 5, 2025"
"2949","8:30 AM - 10:20 AM ","Memorial Session for Myles Hollander","Invited Paper Session ","Tuesday, August 5, 2025"
"2837","8:30 AM - 10:20 AM ","Modern Developments in Bayesian Statistics","Contributed Papers ","Tuesday, August 5, 2025"
"1192","8:30 AM - 10:20 AM ","Modern Statistical Methods for Remote Sensing of the Environment","Invited Paper Session ","Tuesday, August 5, 2025"
"1923","8:30 AM - 10:20 AM ","Modern statistical methods in HIV research","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"1292","8:30 AM - 10:20 AM ","Novel Causal Inference Methods for Analyzing Modern Experimental Data in Health and Social Sciences","Invited Paper Session ","Tuesday, August 5, 2025"
"1760","8:30 AM - 10:20 AM ","PROPELling the Careers of People from Historically Marginalized Groups in Collaborative Statistics","Invited Panel Session ","Tuesday, August 5, 2025"
"2484","8:30 AM - 10:20 AM ","Pushing Boundaries on Solutions for Non-ignorable Missingness","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"4318","8:30 AM - 12:30 PM ","Quick-Thinking, Confident, Communicative, and Collaborative: Fundamentals of Applied Improvisation for (Bio)statisticians and Data Scientists","Professional Development Course/CE ","Tuesday, August 5, 2025"
"1519","8:30 AM - 10:20 AM ","Recent Innovations and Advances in Mixed-Mode Surveys","Invited Paper Session ","Tuesday, August 5, 2025"
"2675","8:30 AM - 10:20 AM ","Shaping the Future of Data: How Statisticians Can Contribute to Data Space Development.","Topic-Contributed Panel Session ","Tuesday, August 5, 2025"
"2924","8:30 AM - 10:20 AM ","Single-Cell and Next-generation Sequencing Omics Data Analysis","Contributed Papers ","Tuesday, August 5, 2025"
"4271","8:30 AM - 10:20 AM ","SPEED 5: Causal inference, Precision Medicine and Clinical Trials, Part 1","Contributed Speed ","Tuesday, August 5, 2025"
"1859","8:30 AM - 10:20 AM ","Statistical Innovation: Transforming Pharmaceutical Research and Development","Topic-Contributed Panel Session ","Tuesday, August 5, 2025"
"4305","8:30 AM - 5:00 PM ","Statistical Methods for Randomized Clinical Trials with Information Borrowing from External Controls","Professional Development Course/CE ","Tuesday, August 5, 2025"
"1515","8:30 AM - 10:20 AM ","Survey Nonresponse: Integrating Perspectives on Design, Analysis and Adjustment","Invited Paper Session ","Tuesday, August 5, 2025"
"2175","8:30 AM - 10:20 AM ","Teaching Data Storytelling in the Age of AI","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2031","8:30 AM - 10:20 AM ","The Geometry of Estimation in High Dimensions","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"1644","8:30 AM - 10:20 AM ","The Pivotal Role of Semiparametric Methods in Model-agnostic Framework for Biomedical Applications","Invited Paper Session ","Tuesday, August 5, 2025"
"2740","8:30 AM - 10:20 AM ","Who are the ggplot2 extenders, and how can you become one?","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2899","8:35 AM - 10:20 AM ","Designing Statistics and Data Science Curriculum for Effective Teaching","Contributed Papers ","Tuesday, August 5, 2025"
"5195","9:00 AM - 5:30 PM ","ASA Booth #","JSM Hours ","Tuesday, August 5, 2025"
"5196","9:00 AM - 5:30 PM ","ASA Store","JSM Hours ","Tuesday, August 5, 2025"
"5197","9:00 AM - 5:30 PM ","EXPO 2025","JSM Hours ","Tuesday, August 5, 2025"
"2722","10:00 AM - 11:30 AM ","Committee on Scientific Freedom and Human Rights Business Meeting and Reception","ASA Meetings and Events ","Tuesday, August 5, 2025"
"5220","10:00 AM - 1:00 PM ","JSM Headshot Lounge, sponsored by Vertex","JSM Hours ","Tuesday, August 5, 2025"
"5198","10:00 AM - 10:30 AM ","JSM Spotlight: Coffee House","JSM Hours ","Tuesday, August 5, 2025"
"5199","10:00 AM - 5:00 PM ","Nashville Restaurant and Tourism Information Center","JSM Hours ","Tuesday, August 5, 2025"
"1303","10:30 AM - 12:20 PM ","Advancements in Bayesian Disease Mapping and Infectious Disease Modeling","Invited Paper Session ","Tuesday, August 5, 2025"
"2885","10:30 AM - 12:20 PM ","Advances in Generative Models","Contributed Papers ","Tuesday, August 5, 2025"
"2130","10:30 AM - 12:20 PM ","Advances in Statistical Methods for Omics Data: Integrative Analysis and Causal Inference","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2882","10:30 AM - 12:20 PM ","Advances in Transfer Learning","Contributed Papers ","Tuesday, August 5, 2025"
"1286","10:30 AM - 12:20 PM ","Beyond Academia: Exploring Statistics Careers in Industry, Government, and More","Invited Panel Session ","Tuesday, August 5, 2025"
"2042","10:30 AM - 12:20 PM ","Biometrics Section Early Career Paper Award Session","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2840","10:30 AM - 12:20 PM ","Challenges in survival analysis with outcome-dependent sampling design, missingness, and competing events.","Contributed Papers ","Tuesday, August 5, 2025"
"1951","10:30 AM - 12:20 PM ","Complex Innovative Trial Designs: Current State and Future Prospects","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"4612","10:30 AM - 12:20 PM ","Contributed Poster Presentations: Section on Bayesian Statistical Science","Contributed Posters ","Tuesday, August 5, 2025"
"4613","10:30 AM - 12:20 PM ","Contributed Poster Presentations: Section on Nonparametric Statistics","Contributed Posters ","Tuesday, August 5, 2025"
"4615","10:30 AM - 12:20 PM ","Contributed Poster Presentations: Section on Physical and Engineering Sciences","Contributed Posters ","Tuesday, August 5, 2025"
"4614","10:30 AM - 12:20 PM ","Contributed Poster Presentations: Section on Statistical Computing","Contributed Posters ","Tuesday, August 5, 2025"
"4618","10:30 AM - 12:20 PM ","Contributed Poster Presentations: Section on Statistical Graphics","Contributed Posters ","Tuesday, August 5, 2025"
"4616","10:30 AM - 12:20 PM ","Contributed Poster Presentations: Section on Statistical Learning and Data Science","Contributed Posters ","Tuesday, August 5, 2025"
"4617","10:30 AM - 12:20 PM ","Contributed Poster Presentations: Section on Statistics and the Environment","Contributed Posters ","Tuesday, August 5, 2025"
"1757","10:30 AM - 12:20 PM ","Crossing Boundaries: Woodroofe Awardee Leading in space weather forecasting & change point detection","Invited Paper Session ","Tuesday, August 5, 2025"
"2876","10:30 AM - 12:20 PM ","Developments in Statistical Graphics","Contributed Papers ","Tuesday, August 5, 2025"
"2308","10:30 AM - 12:20 PM ","Equitable and Sustainable Models in Statistical and Data Science Consulting and Collaboration","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2818","10:30 AM - 12:20 PM ","Evaluations and Applications in Nonresponse/Selection Bias","Contributed Papers ","Tuesday, August 5, 2025"
"1426","10:30 AM - 12:20 PM ","HIGH PERFORMANCE DATA SCIENCE USING JULIA: PROMISE, SUCCESSES, AND CHALLENGES","Invited Paper Session ","Tuesday, August 5, 2025"
"2809","10:30 AM - 12:20 PM ","Improving Data-Driven Clinical Decisions: Quantitative Approaches for Success","Contributed Papers ","Tuesday, August 5, 2025"
"2829","10:30 AM - 12:20 PM ","Innovative Applications of Statistics","Contributed Papers ","Tuesday, August 5, 2025"
"2148","10:30 AM - 12:20 PM ","Innovative Statistical Approaches to Mitigate Data Challenges in Women's and Maternal Health","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"1114","10:30 AM - 12:20 PM ","Innovative Statistical Methods and AI for unlocking the power of spatial omics","Invited Paper Session ","Tuesday, August 5, 2025"
"1245","10:30 AM - 12:20 PM ","Le Cam Award & Lecture","Invited Paper Session ","Tuesday, August 5, 2025"
"1713","10:30 AM - 12:20 PM ","Leveraging Generative AI and Transfer Learning in Healthcare - Opportunities and Challenges","Invited Paper Session ","Tuesday, August 5, 2025"
"2912","10:30 AM - 12:20 PM ","Measurement error and missing data problems","Contributed Papers ","Tuesday, August 5, 2025"
"2430","10:30 AM - 12:20 PM ","Medical Device and Diagnostics Section Student Paper Competition Winning Papers","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"1384","10:30 AM - 12:20 PM ","Music, Data, and Discovery: Innovative Approaches to Understanding Musical Trends and Recommendation","Invited Paper Session ","Tuesday, August 5, 2025"
"1409","10:30 AM - 12:20 PM ","New Directions in Bayesian Nonparametrics","Invited Paper Session ","Tuesday, August 5, 2025"
"2154","10:30 AM - 12:20 PM ","New Frontiers in Measuring Association: Methods, Applications, and Challenges","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2357","10:30 AM - 12:20 PM ","Nonparametric Statistics Section Student Paper Award Presentations","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2203","10:30 AM - 12:20 PM ","Novel Methods and Applications for Time Series Data","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2673","10:30 AM - 12:20 PM ","Preparing for a Career in Industry","Topic-Contributed Panel Session ","Tuesday, August 5, 2025"
"2449","10:30 AM - 12:20 PM ","Progress in the Use of Traditional and Generative Artificial Intelligence in the Federal Government","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"1543","10:30 AM - 12:20 PM ","Publications in the Age of Generative AI","Invited Panel Session ","Tuesday, August 5, 2025"
"1899","10:30 AM - 12:20 PM ","Recursive Bayesian Methods in Ecology and Environmental Science","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"1494","10:30 AM - 12:20 PM ","Revolutionizing Drug Development: Harnessing Real-World Data in Hybrid Trial Designs","Invited Paper Session ","Tuesday, August 5, 2025"
"2855","10:30 AM - 12:20 PM ","Section on Medical Devices and Diagnostics: Statistical Methods in Medical and Health Research","Contributed Papers ","Tuesday, August 5, 2025"
"5047","10:30 AM - 11:15 AM ","Speed 5: Causal inference, Precision Medicine and Clinical Trials, Part 2","Contributed Posters ","Tuesday, August 5, 2025"
"4272","10:30 AM - 12:20 PM ","Speed 6: Data Science and Statistics: Theory and Applications, Part 1","Contributed Speed ","Tuesday, August 5, 2025"
"2905","10:30 AM - 12:20 PM ","Statistical Applications for Climate and Environmental Data","Contributed Papers ","Tuesday, August 5, 2025"
"1861","10:30 AM - 12:20 PM ","Statistical Methods in Business Analytics","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"1422","10:30 AM - 12:20 PM ","Statistics in Actuarial Science and Risk Management: Text Analysis, Sports Insurance, Privacy, and Structured Finance","Invited Paper Session ","Tuesday, August 5, 2025"
"2783","10:30 AM - 12:20 PM ","Survival Analysis: Competing Risks, Composite & Multiple Events","Contributed Papers ","Tuesday, August 5, 2025"
"2785","10:30 AM - 12:20 PM ","Survival Analysis: Latest Research in Copula, Cure, and Frailty Modeling","Contributed Papers ","Tuesday, August 5, 2025"
"5127","10:30 AM - 12:20 PM ","The Impact of Presidential Actions on Statistical Practice","Late-Breaking Session ","Tuesday, August 5, 2025"
"1276","10:30 AM - 12:20 PM ","The Past, Present and Future of Statistical Methodology for Computer Experiments","Invited Paper Session ","Tuesday, August 5, 2025"
"1956","10:30 AM - 12:20 PM ","The Survey of Consumer Finances: Challenges, Best Practices and Nuanced Strategies","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"1154","10:30 AM - 12:20 PM ","Uncertainty Quantification for Large Language Models (LLMs)","Invited Paper Session ","Tuesday, August 5, 2025"
"5079","11:00 AM - 12:30 PM ","JSSAM Editors Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
"4486","12:00 PM - 1:00 PM ","ENVR Mentoring Roundtable","ASA Meetings and Events ","Tuesday, August 5, 2025"
"2767","12:00 PM - 1:30 PM ","Helen Walker Society Luncheon (By Invitation Only)","ASA Meetings and Events ","Tuesday, August 5, 2025"
"5058","12:00 PM - 2:00 PM ","Section on Bayesian Statistical Science Executive Committee Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
"3109","12:30 PM - 1:50 PM ","ASA Climate Change Committee Business Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
"3643","12:30 PM - 1:50 PM ","Economic Outlook Luncheon (Added Fee)","Lunchtime Speakers ","Tuesday, August 5, 2025"
"2770","12:30 PM - 3:30 PM ","ENAR RAB/RECOM Luncheon Meeting (By Invitation Only)","Affiliate Meetings and Events ","Tuesday, August 5, 2025"
"3775","12:30 PM - 1:50 PM ","Government Statistics Section P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Tuesday, August 5, 2025"
"4423","12:30 PM - 2:00 PM ","IMS Council and Business Meeting","Affiliate Meetings and Events ","Tuesday, August 5, 2025"
"5064","12:30 PM - 2:00 PM ","JASA Associate Editors'/Editors' Luncheon Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
"3776","12:30 PM - 1:50 PM ","Mental Health Statistics Section P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Tuesday, August 5, 2025"
"3777","12:30 PM - 1:50 PM ","Section on Bayesian Statistical Science P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Tuesday, August 5, 2025"
"3778","12:30 PM - 1:50 PM ","Section on Medical Devices and Diagnostics P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Tuesday, August 5, 2025"
"3779","12:30 PM - 1:50 PM ","Section on Statistical Consulting P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Tuesday, August 5, 2025"
"3780","12:30 PM - 1:50 PM ","Section on Statistics in Genomics and Genetics P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Tuesday, August 5, 2025"
"3781","12:30 PM - 1:50 PM ","Section on Teaching of Statistics in the Health Sciences P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Tuesday, August 5, 2025"
"3782","12:30 PM - 1:50 PM ","Section on Text Analysis P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Tuesday, August 5, 2025"
"3783","12:30 PM - 1:50 PM ","Statistics in Sports Section P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Tuesday, August 5, 2025"
"3784","12:30 PM - 1:50 PM ","Survey Research Methods Section P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Tuesday, August 5, 2025"
"4586","12:30 PM - 2:30 PM ","The American Statistician Editor's lunch","ASA Meetings and Events ","Tuesday, August 5, 2025"
"4313","1:00 PM - 5:00 PM ","Bayesian Time Series Analysis and Forecasting","Professional Development Course/CE ","Tuesday, August 5, 2025"
"4314","1:00 PM - 5:00 PM ","Evaluating LLM Applications Like a Statistician","Professional Development Course/CE ","Tuesday, August 5, 2025"
"5080","1:00 PM - 1:50 PM ","Mobile & Wearable Data Science Interest Group Business Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
"4320","1:00 PM - 5:00 PM ","Statistical Considerations in Cell and Gene Therapy Development","Professional Development Course/CE ","Tuesday, August 5, 2025"
"5200","1:30 PM - 2:00 PM ","JSM Spotlight: Popcorn Break","JSM Hours ","Tuesday, August 5, 2025"
"2815","2:00 PM - 3:50 PM ","Advanced Causal Analysis: Mediation, Treatment Effects, and High-Dimensional Inference","Contributed Papers ","Tuesday, August 5, 2025"
"2209","2:00 PM - 3:50 PM ","Advances in Dependent Data Modeling for Small Area Estimation","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2805","2:00 PM - 3:50 PM ","Advancing Late Phase Trials: Embracing Innovative Design and Analysis Strategies","Contributed Papers ","Tuesday, August 5, 2025"
"2897","2:00 PM - 3:50 PM ","Applications of AI and Machine Learning in Science and Business","Contributed Papers ","Tuesday, August 5, 2025"
"1682","2:00 PM - 3:50 PM ","Assessing Whether AI is a Good Return on Investment within the Federal Government","Invited Paper Session ","Tuesday, August 5, 2025"
"1090","2:00 PM - 3:50 PM ","Bite-Sized Career Wisdom for Aspiring Statisticians- How best to Prepare our NexGen Statisticians?","Invited Panel Session ","Tuesday, August 5, 2025"
"1718","2:00 PM - 3:50 PM ","Communication in Statistics and Data Science","Invited Panel Session ","Tuesday, August 5, 2025"
"4707","2:00 PM - 3:50 PM ","Contributed Poster Presentations: Section on Statistical Consulting","Contributed Posters ","Tuesday, August 5, 2025"
"4705","2:00 PM - 3:50 PM ","Contributed Poster Presentations: Section on Statistics in Epidemiology","Contributed Posters ","Tuesday, August 5, 2025"
"4706","2:00 PM - 3:50 PM ","Contributed Poster Presentations: Section on Statistics in Genomics and Genetics","Contributed Posters ","Tuesday, August 5, 2025"
"4710","2:00 PM - 3:50 PM ","Contributed Poster Presentations: Section on Statistics in Sports","Contributed Posters ","Tuesday, August 5, 2025"
"4711","2:00 PM - 3:50 PM ","Contributed Poster Presentations: Section on Text Analysis","Contributed Posters ","Tuesday, August 5, 2025"
"4708","2:00 PM - 3:50 PM ","Contributed Poster Presentations: Social Statistics Section","Contributed Posters ","Tuesday, August 5, 2025"
"4709","2:00 PM - 3:50 PM ","Contributed Poster Presentations: Statistics Without Borders","Contributed Posters ","Tuesday, August 5, 2025"
"1700","2:00 PM - 3:50 PM ","COPSS Florence Nightingale David Award Lecture","Invited Paper Session ","Tuesday, August 5, 2025"
"1847","2:00 PM - 3:50 PM ","Current and Historical Trends in SOGISC Data Collection and its Consequences","Topic-Contributed Panel Session ","Tuesday, August 5, 2025"
"2845","2:00 PM - 3:50 PM ","Data-Driven Decision Making: Because Your Gut Isn't a Reliable Source","Contributed Papers ","Tuesday, August 5, 2025"
"1197","2:00 PM - 3:50 PM ","Dynamic Systems, Sequential and Time Series Analysis","Invited Paper Session ","Tuesday, August 5, 2025"
"2006","2:00 PM - 3:50 PM ","Enhancing Artificial Intelligence and Machine Learning (AI/ML) in Biopharmaceutical and clinical Development: Advancements and Opportunities from Statistical Perspectives","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2181","2:00 PM - 3:50 PM ","Frontiers at the Intersection of Statistics and Genetics: Causal Inference, Network Analysis, and Machine Learning/Artificial Intelligence","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2865","2:00 PM - 3:50 PM ","Functional Regression for Complex Data: Accommodating Ordinal, Truncated, and Zero-Inflated Structures","Contributed Papers ","Tuesday, August 5, 2025"
"1592","2:00 PM - 3:50 PM ","GenAI in the Classroom: A Double-Edged Sword of Potential, Pitfalls, and Uncertainty","Invited Paper Session ","Tuesday, August 5, 2025"
"2282","2:00 PM - 3:50 PM ","High-Dimensional Tensor Statistical Learning: New Frontiers in AI and Data Science","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2226","2:00 PM - 3:50 PM ","Inference Without Exact Likelihoods","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"1372","2:00 PM - 3:50 PM ","Innovative Approaches to Address Bias and Measurement Error in Epidemiological Research","Invited Paper Session ","Tuesday, August 5, 2025"
"1319","2:00 PM - 3:50 PM ","JCGS Invited Session","Invited Paper Session ","Tuesday, August 5, 2025"
"2435","2:00 PM - 3:50 PM ","KISS Student Paper Competition Award Section","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"1135","2:00 PM - 3:50 PM ","Leveraging Machine Learning Methods to Determine the “Omics” Risks of Aging Comorbidities","Invited Paper Session ","Tuesday, August 5, 2025"
"2842","2:00 PM - 3:50 PM ","Mental Health Statistics Section Contributed Session 1","Contributed Papers ","Tuesday, August 5, 2025"
"2883","2:00 PM - 3:50 PM ","Methods for Causal Discovery and Causal Inference","Contributed Papers ","Tuesday, August 5, 2025"
"2795","2:00 PM - 3:50 PM ","Navigating Estimands and Missing Data: Emerging Trends in Clinical Development","Contributed Papers ","Tuesday, August 5, 2025"
"2826","2:00 PM - 3:50 PM ","New developments in hypothesis testing","Contributed Papers ","Tuesday, August 5, 2025"
"1366","2:00 PM - 3:50 PM ","Novel methods for complex time-to-event and longitudinal data in medical studies","Invited Paper Session ","Tuesday, August 5, 2025"
"1597","2:00 PM - 3:50 PM ","Optimizing AI/ML for Medical Device and Clinical Trial: Bias Detection, Elimination, and Evaluation","Invited Paper Session ","Tuesday, August 5, 2025"
"1021","2:00 PM - 3:50 PM ","P.K. Sen Memorial Session","Invited Paper Session ","Tuesday, August 5, 2025"
"2848","2:00 PM - 3:50 PM ","Recent Advances in Sampling Techniques","Contributed Papers ","Tuesday, August 5, 2025"
"2267","2:00 PM - 3:50 PM ","Recent Methodological Advances in Polygenic Risk Scores","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2824","2:00 PM - 3:50 PM ","Rethinking Statistical Paradigms, and Applications to Health Disparities","Contributed Papers ","Tuesday, August 5, 2025"
"2866","2:00 PM - 3:50 PM ","Risk Analysis in Health, Environment and Financial Research","Contributed Papers ","Tuesday, August 5, 2025"
"2942","2:00 PM - 3:50 PM ","Sample Design and Non-response Modeling","Contributed Papers ","Tuesday, August 5, 2025"
"2215","2:00 PM - 3:50 PM ","Sampling and Estimation Methods with Regulatory Considerations in Tax and Healthcare Audits","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2391","2:00 PM - 3:50 PM ","SLDS Student Paper Awards","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2922","2:00 PM - 3:50 PM ","Spatial Transcriptomics and Deconvolution Methods","Contributed Papers ","Tuesday, August 5, 2025"
"5048","2:00 PM - 2:45 PM ","Speed 6: Data Science and Statistics: Theory and Applications, Part 2","Contributed Posters ","Tuesday, August 5, 2025"
"1582","2:00 PM - 3:50 PM ","Statistical Foundations of Large Language Models: From Theory to Practice","Invited Paper Session ","Tuesday, August 5, 2025"
"1049","2:00 PM - 3:50 PM ","Statistical Inference and AI Modeling of High-Dimensional Longitudinal Data","Invited Paper Session ","Tuesday, August 5, 2025"
"1371","2:00 PM - 3:50 PM ","Statistics in the Mix: Navigating Interdisciplinary Challenges in Data Science","Invited Panel Session ","Tuesday, August 5, 2025"
"1783","2:00 PM - 3:50 PM ","Statistics, Data Science, and AI for Complex Data in Reproducible Biomedical Research","Invited Paper Session ","Tuesday, August 5, 2025"
"2656","2:00 PM - 3:50 PM ","The strange and fascinating world of density mixtures","Topic-Contributed Paper Session ","Tuesday, August 5, 2025"
"2717","3:00 PM - 4:30 PM ","International Turkish Statistical Association Business Meeting","Affiliate Meetings and Events ","Tuesday, August 5, 2025"
"5201","3:30 PM - 4:00 PM ","JSM Spotlight: Sample Area Wines","JSM Hours ","Tuesday, August 5, 2025"
"5077","4:00 PM - 6:00 PM ","ASA BIOP Bayesian WG","ASA Meetings and Events ","Tuesday, August 5, 2025"
"4430","4:00 PM - 6:00 PM ","Council of Chapters Workshop","ASA Meetings and Events ","Tuesday, August 5, 2025"
"1690","4:00 PM - 5:50 PM ","Deming Lecture","Invited Paper Session ","Tuesday, August 5, 2025"
"1237","4:00 PM - 5:50 PM ","Wald Memorial Award & Lecture, Part I","Invited Paper Session ","Tuesday, August 5, 2025"
"4772","4:30 PM - 5:30 PM ","Non-Clinical Biostatistical Working Group Business Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
"4854","4:30 PM - 5:30 PM ","Section on Medical Device and Diagnostics Member Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
"2713","5:00 PM - 7:00 PM ","University of Illinois Department of Statistics Alumni & Friends Reception","Affiliate Meetings and Events ","Tuesday, August 5, 2025"
"4699","5:30 PM - 6:30 PM ","2027 JSM Program Committee Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
"2688","5:30 PM - 7:00 PM ","Academia Sinica Taiwan Alumni & Friends Mixer","Affiliate Meetings and Events ","Tuesday, August 5, 2025"
"2755","5:30 PM - 8:30 PM ","Business and Economic Statistics (BES) General Meeting and Reception","ASA Meetings and Events ","Tuesday, August 5, 2025"
"5228","5:30 PM - 7:00 PM ","Joint Computing and Graphics Section Mixer","ASA Meetings and Events ","Tuesday, August 5, 2025"
